Season,Team,Player Names
2012,LOSC Lille,"['Mickaël Landreau', 'Steeve Elana', 'Barel Mouko', 'Aurélien Chedjou', 'Marko Basa', 'David Rozehnal', 'Adama Soumaoro', 'Steeven Willems', 'Lucas Digne', 'Mathieu Debuchy', 'Franck Béria', 'Djibril Sidibé', 'Laurent Bonnart', 'Rio Mavuba', 'Benoît Pedretti', 'Idrissa Gueye', 'Florent Balmont', 'Julian Michel', 'Dimitri Payet', 'Marvin Martin', 'Salomon Kalou', 'Ryan Mendes', 'Ronny Rodelin', 'Viktor Klonaridis', 'Nolan Roux', 'Túlio de Melo', 'Gianni Bruno', 'Divock Origi']"
2012,FC Stade Rennes,"['Benoît Costil', 'Abdoulaye Diallo', ""Cheick N'Diaye"", 'Jean-Armel Kana-Biyik', 'Kévin Théophile-Catherine', 'Chris Mavinga', 'Onyekachi Apam', 'John Boye', 'John Mensah', 'Hérita Ilunga', 'Kévin Beauverger', 'Romain Danzé', 'Yassine Jebbour', 'Dimitri Foulquier', 'Steven Moreira', ""Yann M'Vila"", 'Jean Makoun', 'Alexander Tettey', 'Vincent Pajot', 'Anders Konradsen', 'Alou Diarra', 'Sadio Diallo', 'Abdoulaye Doucouré', 'Julien Féret', 'Axel Ngando', 'Jirès Kembo Ekoko', 'Ejike Uzoenyi', 'Romain Alessandrini', 'Jonathan Pitroipa', 'Mevlüt Erdinc', 'Víctor Montaño', 'Cheick Diarra', 'Abdoulaye Sané', 'Wesley Saïd', 'Adrien Hunou']"
2012,AS Saint-Étienne,"['Stéphane Ruffier', 'Jessy Moulin', 'Pape Coulibaly', 'Kurt Zouma', 'Loïc Perrin', 'Moustapha Sall', 'Jean-Pascal Mignot', 'Ben Karamoko', 'Faouzi Ghoulam', 'Jonathan Brison', 'Pierre-Yves Polomat', 'François Clerc', 'Ruben Aguilar', 'Josuha Guilavogui', 'Jérémy Clément', 'Fabien Lemoine', 'Mathieu Bodmer', 'Ismael Diomande', 'Renaud Cohade', 'Sidy Sagna', 'Alejandro Alonso', 'Danijel Aleksic', 'Bakary Sako', 'Max Gradel', 'Andreas Laudrup', 'Kamel Chergui', 'Yohan Mollo', 'Banel Nicolita', 'Pierre-Emerick Aubameyang', 'Romain Hamouma', 'Brandão', 'Kevin Mayi', 'Lynel Kitambala', 'Idriss Saadi']"
2012,FC Toulouse,"['Ali Ahamada', 'Olivier Blondel', 'Marc Vidal', 'Aymen Abdennour', 'Mickaël Firmin', 'Jonathan Zebina', 'Mohamadou Sissoko', 'Thibaut Peyre', 'Gaël Vena', 'Franck Tabanou', ""Cheikh M'Bengue"", 'Issiaga Sylla', 'Kévin Rodrigues', 'Serge Aurier', 'Pavle Ninkov', 'Steeve Yago', 'Adil Hermach', 'Étienne Capoue', 'Cheikh Bangré', 'Moussa Sissoko', 'Étienne Didot', 'Adrien Rabiot', 'Jean-Daniel Akpa Akpro', 'Pantxi Sirieix', 'Adrien Regattin', 'Yannick Djaló', 'Yanick Aguemon', 'Daniel Braaten', 'Wissam Ben Yedder', 'Emmanuel Rivière', 'Eden Ben Basat', 'Sana Zaniou']"
2012,FC Girondins Bordeaux,"['Cédric Carrasso', 'Kévin Olimpa', 'Abdoulaye Keita', 'Azbe Jug', 'Lamine Sané', 'Michaël Ciani', 'Marc Planus', 'Henrique', 'Benoît Trémoulinas', 'Florian Marange', 'Maxime Poundjé', 'Mariano', 'Julien Faubert', 'Matthieu Chalmé', 'Grégory Sertic', ""Landry N'Guémo"", 'André Poko', 'Jaroslav Plasil', 'Abdou Traoré', 'Nicolas Maurice-Belay', 'Ludovic Obraniak', 'Henri Saivet', 'Jussiê', 'Yoan Gouffran', 'Evan Chevalier', 'Fahid Ben Khalfallah', 'Hadi Sacko', 'Cheick Diabaté', 'Diego Rolán', 'David Bellion']"
2012,HSC Montpellier,"['Geoffrey Jourdren', 'Laurent Pionnier', 'Jonathan Ligali', 'Baptiste Valette', 'Mapou Yanga-Mbiwa', 'Daniel Congré', 'Abdelhamid El Kaoutari', 'Hilton', 'Teddy Mezague', 'Henri Bedimo', 'Vincent Di Stefano', 'Garry Bocaly', 'Mathieu Deplagne', 'Benjamin Stambouli', 'Jamel Saihi', 'Marco Estrada', 'Joris Marveaux', 'Jonas Martin', 'Romain Pitau', 'Cyril Jeunechamp', 'Mohamed Hamzaoui', 'Bryan Dabo', 'Guillaume Legras', 'Younès Belhanda', 'Rémy Cabella', 'Adrien Coulomb', 'Alexandre Cropanese', 'Anthony Mounier', 'John Utaka', 'Karim Aït-Fana', 'Souleymane Camara', 'Gaëtan Charbonnier', 'Emanuel Herrera', 'Jonathan Tinhan', 'Fodé Koita', 'Abdoul Karim Sylla']"
2012,FC Lorient,"['Fabien Audard', 'Benjamin Lecomte', 'Florent Chaigneau', 'Bruno Ecuele Manga', 'Lamine Koné', 'Wesley Lautoa', 'Grégory Bourillon', 'Cheick Touré', 'Adil Benzariouh', 'Lucas Mareque', 'Arnaud Le Lan', 'Maxime Baca', 'Pedrinho', 'Lamine Gassama', 'Alaixys Romao', 'Arnold Mvuemba', 'Mario Lemina', 'Remi Mulumba', 'Mohammed Abu', 'Enzo Réale', 'Mathieu Coutadeur', 'Ryan Mason', 'Yann Jouffre', 'Maxime Barthelmé', 'Fabien Robert', 'Alain Traoré', 'Benjamin Corgnet', 'Gilles Sunu', 'Mathias Autret', 'Kévin Monnet-Paquet', 'Tony Koutouan', 'Ludovic Giuly', 'Innocent Emeghara', 'Jérémie Aliadière', 'Julien Quercia']"
2012,OGC Nizza,"['David Ospina', 'Joris Delle', 'Mouez Hassen', 'Renato Civelli', 'Timothée Kolodziejczak', 'Nemanja Pejcinovic', 'Romain Genevois', 'Kévin Gomis', 'Julien Berthomier', 'Gautier Lloris', 'Lucas Rougeaux', 'Fabián Monzón', 'Jérémy Pied', 'Lloyd Palun', 'Grégoire Puel', 'Diacko Fofana', ""Moussa M'Bow"", 'Didier Digard', 'Kafoumba Coulibaly', 'Fabien Dao Castellana', 'Albert Rafetraniaina', 'Kévin Anin', 'Mahamane Traoré', 'Luigi Bruins', 'Fabrice Abriel', 'Kévin Diaz', 'Valentin Eysseric', 'Camel Meriem', 'Cyril Hennion', 'Eric Bauthéac', 'Franck Dja Djédjé', 'Darío Cvitanich', 'Neal Maupay', 'Alexy Bosetti', 'Stéphane Bahoken', 'Abraham Gneki Guié', 'Xavier Pentecôte', 'Jordan Astier', 'Bryan Constant']"
2012,FC Valenciennes,"['Nicolas Penneteau', 'Jean-Louis Leca', 'Paul Charruau', 'Nicolas Isimat-Mirin', 'Gil', 'Benjamin Angoua', 'Lindsay Rose', 'Yves-Marie Kerjean', 'Gaëtan Bong', 'Arthur Masuaku', 'Loris Néry', 'Rudy Mater', 'Kenny Lala', 'David Ducourtioux', 'Mody Traoré', 'Carlos Sánchez', 'Rémi Gomis', 'Pape Camara', 'Marco da Silva', 'Younousse Sankharé', 'Dusan Predrag Djuric', 'José Saez', 'Foued Kadir', 'Gaël Danic', 'Opa Nguette', 'Mathieu Dossevi', 'Maor Melikson', 'Anthony Le Tallec', 'Vincent Aboubakar', 'Grégory Pujol', 'Mamadou Samassa', 'Francis Massampu']"
2012,FC Sochaux-Montbéliard,"['Simon Pouplin', 'Pierrick Cros', 'Papa Demba Camara', 'Didier Ovono', 'Mathieu Peybernes', 'Carlão', 'Damien Perquis', 'Yaya Banana', 'Cédric Kanté', 'Lionel Zouma', 'Jérôme Roussillon', 'Yassin Mikari', 'David Sauget', 'Sébastien Corchia', 'Frédéric Duplus', 'Omar Daf', 'Thierry Doubai', 'Kalilou Traoré', 'Loïc Poujol', 'Petrus Boumal', 'Vincent Nogueira', 'Joseph Lopy', 'Sanjin Prcic', 'Ryad Boudebouz', 'Sébastien Roudet', 'Rafaël Dias', 'Abdoul Camara', 'Ishmael Yartey', 'Roy Contout', 'King Osanga', 'Sloan Privat', 'Cédric Bakambu', 'Giovanni Sio', 'Édouard Butin']"
2012,AS Nancy-Lorraine,"['Guy Ndy Assembé', 'Damien Grégorini', 'Paul Nardi', 'Kévin Crépel', 'Salif Sané', 'Joël Sami', 'Jordan Lotiès', 'Sébastien Puygrenier', 'Vincent Muratori', 'Julian Jeanvier', 'André Luiz', 'Massadio Haidara', 'Tobias Badila', 'Yassine Jebbour', 'Helder', 'Nicolas Staerck-Weille', 'Thomas Ayasse', 'Abdou Dampha', 'Fouad Rachid', 'Adrien Tamèze', 'Ibrahim Amadou', 'Lossémy Karaboué', 'Thomas Mangani', 'Rémi Walter', 'Romain Grange', 'Jeff Louis', 'Yohan Mollo', 'Simon Zenke', 'Ziri Hammar', 'Alexis Busin', 'Djamel Bakar', 'Benjamin Moukandjo', ""Paul Alo'o Efoulou"", 'Florent Zitte', 'Junior Joachim', 'Jean-Landry Bassilekin', 'Karim Coulibaly']"
2012,Stade Brest 29,"['Alexis Thébaux', 'Lionel Cappone', 'Joan Hartock', 'Mathieu Kervestin', 'Paul Baysse', 'Johan Martial', 'Ahmed Kantari', 'Ismaël Traoré', 'Florian Lejeune', 'Ousmane Coulibaly', 'Grégory Lorenzi', 'Brendan Chardonnet', 'Richard Soumah', 'Brahim Ferradj', 'Tripy Makonda', 'Bernard Mendy', 'Florian Julien', 'Victor Rousseau', 'Abdoul Wahid Sissoko', 'John Culma', 'Diallo Guidileye', 'André Auras', 'Timothée Dieng', 'Bruno Grougi', 'Kamel Chafni', 'Mario Licka', 'Adama Ba', 'Benoît Lesoimier', 'Geoffrey Dernis', 'Larsen Touré', 'Abel Khaled', 'Eden Ben Basat', 'Magaye Gueye', 'Florian Raspentino', 'Charlison Benschop', 'Jonathan Ayité', 'Alexandre Alphonse']"
2012,SC Bastia,"['Mickaël Landreau', 'Magno Novaes', 'Landry Bonnefoi', 'Dominique Agostini', 'Jérémy Choplin', 'Jacques Faty', 'Sylvain Marchal', 'François Marque', 'Maka Mary', 'Matthieu Sans', 'Olivier Vannucci', 'Alexander Djiku', 'Julian Palmieri', 'Féthi Harek', 'Samuel Inkoom', 'Gilles Cioni', 'Gaël Angoula', 'Salim Moizini', 'Yannick Cahuzac', 'Julien Sablé', 'Christophe Vincent', 'Abdoulaye Keita', 'Matthias Llambrich', 'Sambou Yatabaré', 'Jérôme Rothen', 'Florian Thauvin', 'Anthony Modeste', 'Wahbi Khazri', 'Claudio Beauvue', 'Toifilou Maoulida', 'Ilan', 'Yassin El-Azzouzi', 'Anthony Varenne', 'Joseph Barbato', 'Famoussa Kone', 'François Massimi', 'Joris Correa']"
2012,Thonon Évian Grand Genève FC,"['Stephan Andersen', 'Bertrand Laquait', 'Johann Durand', 'Mickaël Salamone', 'Betão', 'Cédric Mongongu', 'Cédric Cambon', 'Aldo Angoula', 'Jonathan Mensah', 'Fabrice Ehret', 'Iheb Mbarki', 'Guillaume Lacour', 'Maxime Medaglia', 'Brice Dja Djedje', 'Mohammed Rabiu', 'Djakaridja Koné', 'Eric Tié Bi', 'Olivier Sorlin', 'David Douline', 'Daniel Wass', 'David Jarolim', 'Milos Ninkovic', 'Adrien Thomasson', 'Diogo Campos', 'Zouhaier Dhaouadi', 'Cédric Barbosa', ""Ali M'Madi"", 'Sidney Govou', 'Hervé Bugnet', 'Nadjib Baouia', 'Saber Khalifa', 'Yannick Sagbo', 'Kévin Bérigaud', 'Youssef Adnane', ""Clarck N'Sikulu""]"
2012,AC Ajaccio,"['Guillermo Ochoa', 'Oumar Sissoko', 'David Oberhauser', 'Ronald Zubar', 'Ammar Jemal', 'Yoann Poulard', 'Felipe Saad', 'Arnaud Maire', 'Samuel Bouhours', 'Fabrice Begeorgi', 'Matthieu Chalmé', 'Anthony Lippini', 'Fousseni Diawara', 'Carl Medjani', 'Ricardo Faty', 'Benjamin André', 'Mehdi Mostefa', 'Paul Lasne', 'Karim El Hany', 'Jean-Baptiste Pierazzi', 'Wilfried Zahibo', 'Sigamary Diarra', 'Damien Tibéri', 'Johan Cavalli', 'Frédéric Sammaritano', 'Brandon Deville', 'Chahir Belghazouani', 'Dennis Oliech', 'Adrian Mutu', 'Eduardo', 'Andy Delort', 'David Gigliotti']"
2012,Stade Reims,"['Kossi Agassa', 'Johny Placide', 'Johan Liébus', 'Jérémy Malherbe', 'Aïssa Mandi', 'Anthony Weber', 'Christopher Glombard', 'Mohamed Fofana', 'Mickaël Tacalfred', 'Pape Souaré', 'Franck Signorino', 'Khalid Sekkat', 'Grzegorz Krychowiak', 'Bocundji Ca', 'Johann Ramaré', 'Alexi Peuget', 'Antoine Devaux', 'Florent Ghisolfi', 'Diego Rigonato', 'Quentin Pereira', 'Floyd Ayité', 'Odaïr Fortes', 'Yann Benedick', 'Bilal Ouali', 'Kamel Ghilas', 'Gaëtan Courtet', 'Nicolas de Préville', 'Nicolas Fauvergue', 'Julien Toudic']"
2012,ESTAC Troyes,"['Yohann Thuram', 'Matthieu Dreyer', 'Matthieu Saunier', 'Rincón', 'Jérémie Bréchet', 'Florian Jarjat', 'Sylvain Monsoreau', 'Julien Outrebon', ""Fabrice N'Sakala"", 'Stéphen Drouin', 'Julien Faussurier', 'Maxime Colin', ""Granddi N'Goyi"", 'Quentin Othon', 'Thiago Xavier', 'Éloge Enza-Yamissi', 'Khassa Camara', 'Mounir Obbadi', 'Jimmy Cabot', 'Stéphane Darbion', 'Georges Gope-Fenepej', 'Fabien Camus', 'Benjamin Nivet', 'Benjamin Psaume', 'Jean-Christophe Bahebeck', 'Mohamed Yattara', 'Grégory Bettiol', 'Marcos', 'Sébastien Grax', 'Corentin Jean', 'Mohamed Camara']"
2013,FC Paris Saint-Germain,"['Salvatore Sirigu', 'Alphonse Areola', 'Nicolas Douchez', 'Mike Maignan', 'Mory Diaw', 'Thiago Silva', 'Marquinhos', 'Mamadou Sakho', 'Alex', 'Zoumana Camara', 'Kalifa Traoré', 'Lucas Digne', 'Maxwell', 'Gregory van der Wiel', 'Christophe Jallet', 'Youssouf Sabaly', 'Jordan Ikoko', 'Antoine Conte', 'Thiago Motta', 'Clément Chantôme', 'Yohan Cabaye', 'Blaise Matuidi', 'Marco Verratti', 'Adrien Rabiot', 'Javier Pastore', 'Hervin Ongenda', 'Ezequiel Lavezzi', 'Kingsley Coman', 'Lucas Moura', 'Edinson Cavani', 'Zlatan Ibrahimović', 'Jérémy Ménez', 'Jean-Christophe Bahebeck']"
2013,AS Monaco,"['Danijel Subasic', 'Sergio Romero', 'Martin Sourzac', 'Marc-Aurèle Caillard', 'Axel Maraval', 'Sébastien Chabbert', 'Flavio Roma', 'Aymen Abdennour', 'Nicolas Isimat-Mirin', 'Gary Kagelmacher', 'Andrea Raggi', 'Borja López', 'Ricardo Carvalho', 'Marcel Tisserand', 'Andreas Wolf', 'Jérémy Labor', 'Abdou Diallo', 'Elderson', 'Layvin Kurzawa', 'Éric Abidal', 'Jérôme Phojo', 'Geoffrey Kondogbia', 'Jérémy Toulalan', ""Delvin N'Dinga"", 'Fabinho', 'Carl Medjani', 'Jessy Pi', 'João Moutinho', 'Mounir Obbadi', 'Tristan Dingomé', 'Jakob Poulsen', 'James Rodríguez', 'Nacer Barazite', 'Lucas Ocampos', 'Yannick Carrasco', 'Nabil Dirar', 'Dominique Pandor', 'Edgar Salli', 'Radamel Falcao', 'Lacina Traore', 'Anthony Martial', 'Emmanuel Rivière', 'Dimitar Berbatov', 'Valère Germain', 'Gaetano Monachello']"
2013,Olympique Marseille,"['Steve Mandanda', 'Brice Samba', 'Gennaro Bracigliano', ""Nicolas N'Koulou"", 'Lucas Mendes', 'Jérémy Morel', 'Souleymane Diawara', 'Senah Mango', 'Baptiste Aloé', 'Bill Tuiloma', 'Benjamin Mendy', 'Kassim Abdallah', 'Rod Fanni', 'Giannelli Imbula', 'Alaixys Romao', 'Mario Lemina', 'Brice Dja Djedje', 'Rafidine Abdullah', 'Benoît Cheyrou', 'Momar Bangoura', ""Alexander N'Doumbou"", 'Laurent Abergel', 'Morgan Amalfitano', 'Mathieu Valbuena', 'Dimitri Payet', 'Foued Kadir', 'André Ayew', 'Florian Thauvin', 'Modou Sougou', 'Kevin Osei', 'André-Pierre Gignac', 'Jordan Ayew', 'Saber Khalifa', 'Florian Raspentino', 'Billel Omrani', 'Abderrahmane Yousfi']"
2013,Olympique Lyon,"['Anthony Lopes', 'Rémy Vercoutre', 'Mathieu Gorgelin', 'Théo Defourny', 'Jérémy Frick', 'Samuel Umtiti', 'Milan Bisevac', 'Bakary Koné', 'Naby Sarr', ""Romaric N'Gouma"", 'Henri Bedimo', 'Miguel Lopes', 'Mouhamadou Dabo', 'Mehdi Zeffane', 'Maxime Gonalons', 'Gueïda Fofana', 'Arnold Mvuemba', 'Sidy Koné', 'Kevin Tsimba', 'Clément Grenier', 'Jordan Ferri', 'Steed Malbranque', 'Corentin Tolisso', 'Yoann Gourcuff', 'Yassine Benzia', 'Farès Bahlouli', 'Nabil Fekir', 'Zakarie Labidi', 'Gaël Danic', 'Rachid Ghezzal', ""Clinton N'Jie"", 'Alexandre Lacazette', 'Bafétimbi Gomis', 'Lisandro López', 'Jimmy Briand', 'Alassane Plea']"
2013,AS Saint-Étienne,"['Stéphane Ruffier', 'Jessy Moulin', 'Baptiste Valette', 'Kurt Zouma', 'Loïc Perrin', 'Moustapha Sall', 'Paul Baysse', 'Florentin Pogba', 'Jean-Pascal Mignot', 'Benoît Trémoulinas', 'Faouzi Ghoulam', 'Franck Tabanou', 'Jonathan Brison', 'Pierre-Yves Polomat', 'François Clerc', 'Jérrold Nyemeck', 'Josuha Guilavogui', 'Jérémy Clément', 'Fabien Lemoine', 'Ismael Diomande', 'Renaud Cohade', 'Karl Madianga', 'Benjamin Corgnet', 'Ibrahim Sissoko', 'Max Gradel', 'Allan Saint-Maximin', 'Yohan Mollo', 'Banel Nicolita', 'Romain Hamouma', 'Mevlüt Erdinc', 'Brandão', 'Kevin Mayi', 'Lynel Kitambala', 'Idriss Saadi']"
2013,FC Stade Rennes,"['Benoît Costil', 'Abdoulaye Diallo', ""Cheick N'Diaye"", 'Jean-Armel Kana-Biyik', 'Kévin Théophile-Catherine', 'Mexer', 'John Boye', 'Cédric Hountondji', ""Cheikh M'Bengue"", 'Émerson', 'Sylvain Armand', 'Romain Danzé', 'Dimitri Foulquier', 'Yassine Jebbour', 'Steven Moreira', 'Jean Makoun', 'Vincent Pajot', 'Anders Konradsen', 'Benjamin André', 'Tiemoué Bakayoko', 'Sadio Diallo', 'Abdoulaye Doucouré', 'Ola Toivonen', 'Foued Kadir', 'Julien Féret', 'Axel Ngando', 'Paul-Georges Ntep', 'Kamil Grosicki', 'Pedro Henrique', 'Zana Allée', 'Romain Alessandrini', 'Jonathan Pitroipa', 'Mevlüt Erdinc', 'Nélson Oliveira', 'Silvio Romero', 'Cheick Diarra', 'Adrien Hunou', 'Wesley Saïd', 'Abdoulaye Sané']"
2013,LOSC Lille,"['Vincent Enyeama', 'Steeve Elana', 'Barel Mouko', 'Alexandre Oukidja', 'Simon Kjaer', 'Marko Basa', 'Julian Jeanvier', 'David Rozehnal', 'Adama Soumaoro', 'Thibaut Peyre', 'Pape Souaré', 'Youssouf Koné', 'Franck Béria', 'Djibril Sidibé', 'Corentin Halucha', 'Rio Mavuba', 'Jean-Eudes Aholou', 'Idrissa Gueye', 'Florent Balmont', 'Jonathan Delaplace', 'Soualiho Meïté', 'Julian Michel', 'Marvin Martin', 'Salomon Kalou', 'Ryan Mendes', 'John Jairo Ruiz', 'Ronny Rodelin', 'Abdoulay Diaby', 'Nolan Roux', 'Gianni Bruno', 'Túlio de Melo', 'Divock Origi']"
2013,FC Toulouse,"['Ali Ahamada', 'Zacharie Boucher', 'Olivier Blondel', 'Marc Vidal', 'Aymen Abdennour', 'Uros Spajic', 'Dragos Grigore', 'Dusan Veskovac', 'Mickaël Firmin', 'Jonathan Zebina', 'Gaël Vena', 'Ilias Hassani', ""Cheikh M'Bengue"", 'Issiaga Sylla', 'François Moubandje', 'Kévin Rodrigues', 'Driss Trichard', 'Serge Aurier', 'Steeve Yago', 'Pavle Ninkov', 'Dany Maury', 'Clément Chantôme', 'Abel Aguilar', 'Cheikh Bangré', 'Étienne Didot', 'Dominik Furman', 'Jean-Daniel Akpa Akpro', 'Pantxi Sirieix', 'Óscar Trejo', 'Adrien Regattin', 'Florian David', 'Mehdi Fennouche', 'Mihai Roman', 'Amadou Soukouna', 'Wissam Ben Yedder', 'Martin Braithwaite', 'Eden Ben Basat', 'Sana Zaniou', 'Manuel Delgado']"
2013,FC Girondins Bordeaux,"['Cédric Carrasso', 'Kévin Olimpa', 'Azbe Jug', 'Jérôme Prior', 'Lamine Sané', 'Lucas Orbán', 'Henrique', 'Marc Planus', 'Vujadin Savic', 'Jérémie Bréchet', 'Théo Pellenard', 'Yoann Barbet', 'Maxime Poundjé', 'Mariano', 'Julien Faubert', 'Matthieu Chalmé', 'Grégory Sertic', ""Landry N'Guémo"", 'André Poko', 'Younès Kaabouni', ""Sessi D'Almeida"", 'Clément Badin', 'Jaroslav Plasil', 'Abdou Traoré', 'Nicolas Maurice-Belay', 'Ludovic Obraniak', 'Henri Saivet', 'Jussiê', 'Rodrigo Castro', 'Thomas Touré', 'Fahid Ben Khalfallah', 'Hadi Sacko', 'Cheick Diabaté', 'Diego Rolán', 'Guillaume Hoarau', 'Emiliano Sala', 'David Bellion', 'Enzo Crivelli']"
2013,FC Lorient,"['Baptiste Reynet', 'Benjamin Lecomte', 'Fabien Audard', 'Florent Chaigneau', 'Devis Epassy', 'Bruno Ecuele Manga', 'Wesley Lautoa', 'Lamine Koné', 'Grégory Bourillon', 'Simon Falette', 'Cheick Touré', 'Maxence Derrien', 'Raphaël Guerreiro', 'Maxime Baca', 'Lamine Gassama', 'Pedrinho', 'Yoann Wachter', 'Mario Lemina', 'Rafidine Abdullah', 'Remi Mulumba', 'Cheick Doukouré', 'Sadio Diallo', 'Enzo Réale', 'Mathieu Coutadeur', 'Larry Azouni', 'Yann Jouffre', 'Maxime Barthelmé', 'Fabien Robert', 'Bryan Pelé', 'Alain Traoré', 'Mathias Autret', 'Gilles Sunu', 'Pierre Lavenant', 'Kévin Monnet-Paquet', 'Vincent Aboubakar', 'Jérémie Aliadière', 'Julien Quercia', 'Valentin Lavigne']"
2013,OGC Nizza,"['David Ospina', 'Joris Delle', 'Lucas Veronese', 'Mouez Hassen', 'Anthony Mandréa', 'Yoan Cardinale', 'Timothée Kolodziejczak', 'Nemanja Pejcinovic', 'Romain Genevois', 'Kévin Gomis', 'Lucas Rougeaux', 'Gautier Lloris', 'Jordan Amavi', 'Ezekiel Digbeu', 'Jérémy Pied', 'Grégoire Puel', 'Lloyd Palun', ""Moussa M'Bow"", 'Nampalys Mendy', 'Didier Digard', 'Mathieu Bodmer', 'Fabien Dao Castellana', 'Albert Rafetraniaina', 'Mahamane Traoré', 'Kévin Anin', 'Luigi Bruins', 'Fabrice Abriel', 'Stéphan Raheriharimanana', 'Valentin Eysseric', 'Christian Brüls', 'Saïd Benrahma', 'Eric Bauthéac', 'Franck Honorat', 'Darío Cvitanich', 'Alexy Bosetti', 'Neal Maupay', 'Stéphane Bahoken', 'Abraham Gneki Guié', 'Xavier Pentecôte', 'Jordan Astier', 'Bryan Constant', 'Paulin Puel']"
2013,HSC Montpellier,"['Geoffrey Jourdren', 'Laurent Pionnier', 'Jonathan Ligali', 'Daniel Congré', 'Abdelhamid El Kaoutari', 'Teddy Mezague', 'Hilton', 'Nicolas Saint-Ruf', 'Siaka Tiéné', 'Vincent Di Stefano', 'Garry Bocaly', 'Yassine Jebbour', 'Mathieu Deplagne', 'Jeffrey Assoumin', 'Benjamin Stambouli', 'Jamel Saihi', 'Joris Marveaux', 'Jonas Martin', 'Morgan Sanson', 'Bryan Dabo', 'Rémy Cabella', 'Anthony Mounier', 'Karim Aït-Fana', 'Jean Deza', 'Souleymane Camara', ""M'Baye Niang"", 'Djamel Bakar', 'Víctor Montaño', 'Emanuel Herrera', 'Jonathan Tinhan', 'Steve Mounié']"
2013,FC Sochaux-Montbéliard,"['Simon Pouplin', 'Pierrick Cros', 'Papa Demba Camara', 'Yohann Pelé', 'Mathieu Peybernes', 'Carlão', 'Yaya Banana', 'Stoppila Sunzu', 'Lionel Zouma', 'Cédric Kanté', 'Christophe Hérelle', 'Jérôme Onguéné', 'Jérôme Roussillon', 'Florian Marange', 'David Sauget', 'Sébastien Corchia', 'Julien Faussurier', 'Thierry Doubai', 'Kalilou Traoré', 'Loïc Poujol', 'Nathan Sinkala', 'Petrus Boumal', 'Joachim Eickmayer', 'Marco Ilaimaharitra', 'Mickaël Malsa', 'Vincent Nogueira', 'Joseph Lopy', 'Sanjin Prcic', 'Ryad Boudebouz', 'Thomas Guerbert', 'Rafaël Dias', 'Sébastien Roudet', 'Haykeul Chikhaoui', 'Ishmael Yartey', 'Abdoul Camara', 'Mamadou Diallo', 'Roy Contout', 'Razak Boukari', 'Jordan Ayew', 'Cédric Bakambu', 'Emmanuel Mayuka', 'Sloan Privat', 'Édouard Butin', 'Pierre-Alain Frau']"
2013,FC Nantes,"['Rémy Riou', 'Erwin Zelazny', 'Maxime Dupé', 'Papy Djilobodji', 'Oswaldo Vizcarrondo', 'Kian Hansen', 'Gabriel Cichero', 'Koffi Djidji', 'Vincent Bessat', 'Olivier Veigneau', 'Chaker Alhadhur', 'Issa Cissokho', 'Léo Dubois', 'Lucas Deaux', 'Birama Touré', 'Rémi Gomis', 'Amine', 'Abdoulaye Touré', 'Jordan Veretout', 'Alejandro Bedoya', 'Adrien Trébel', 'Saad Trabelsi', ""Georges-Kevin N'Koudou"", 'Johan Audel', ""Aristote N'Dongala"", 'Serge Gakpé', 'Banel Nicolita', 'Yohann Eudeline', 'Fabrice Pancrate', 'Filip Djordjevic', 'Itay Shechter', 'Fernando Aristeguieta', 'Ismaël Bangoura', 'Adama Niane']"
2013,Stade Reims,"['Kossi Agassa', 'Johny Placide', 'Sacha Bastien', 'Jérémy Malherbe', 'Ibrahima Gassama', 'Anthony Weber', 'Aïssa Mandi', 'Christopher Glombard', 'Mickaël Tacalfred', 'Mohamed Fofana', 'Atila Turan', 'Franck Signorino', 'Antoine Conte', 'Grzegorz Krychowiak', 'Prince Oniangué', 'Bocundji Ca', 'Alexi Peuget', 'Nuke Mfulu', 'Antoine Devaux', 'Mads Albaek', 'Florent Ghisolfi', 'Diego Rigonato', 'Quentin Pereira', 'Eliran Atar', 'Floyd Ayité', 'Odaïr Fortes', 'Bilal Ouali', 'Yann Benedick', 'Kamel Ghilas', 'Gaëtan Charbonnier', 'Nicolas de Préville', 'Gaëtan Courtet', 'Nicolas Fauvergue', 'Jonathan Kodjia', 'Grejohn Kyei']"
2013,FC Valenciennes,"['Nicolas Penneteau', 'Magno Novaes', 'Paul Charruau', 'Lindsay Rose', 'Gary Kagelmacher', 'Benjamin Angoua', 'Yves-Marie Kerjean', 'Gaëtan Bong', 'Saliou Ciss', 'Arthur Masuaku', 'Loris Néry', 'Kenny Lala', 'Rudy Mater', 'David Ducourtioux', 'Mody Traoré', 'Damien Dussaut', 'Carl Medjani', 'Tongo Doumbia', 'Pape Camara', 'Éloge Enza-Yamissi', 'Marco da Silva', 'Abdoul Kaboré', 'José Saez', 'Dusan Predrag Djuric', 'Lyes Houri', 'Opa Nguette', 'Mathieu Dossevi', 'Maor Melikson', 'Majeed Waris', 'Anthony Le Tallec', 'Jean-Christophe Bahebeck', 'Grégory Pujol', 'Aurelian Chitu', 'Francis Massampu']"
